1443.5 0.01
1503.2 0.01
1524.5 0.01
1698.8 0.02
1768 0.02
1779 0.02
1875.5 0.03
1956 0.03
1956.8 0.03
2023 0.04
2106.5 0.04
2127 0.04
2162.5 0.05
2249.5 0.05
2286.8 0.05
2290 0.06
2381 0.06
2406.2 0.07
2428 0.06
2497.5 0.07
2512.5 0.08
2552.8 0.07
2606.8 0.08
2609 0.09
2664.5 0.08
2700 0.1
2706.2 0.09
2768.5 0.09
2787 0.11
2799.8 0.1
2866 0.1
2870.8 0.12
2886.5 0.11
2951.5 0.13
2960.5 0.11
2970.8 0.12
3029.8 0.14
3050 0.12
3052.2 0.13
3106.5 0.15
3131.2 0.14
3137 0.13
3180 0.16
3208 0.15
3222 0.14
3252 0.17
3282.2 0.16
3302.5 0.15
3320.2 0.18
3354.5 0.17
3379.2 0.16
3388.2 0.19
3425.5 0.18
3454.2 0.2
3454.5 0.17
3493.5 0.19
3519.8 0.21
3525.2 0.18
3560 0.2
3581.8 0.22
3593.2 0.19
3624.5 0.21
3641.8 0.23
3657.8 0.2
3686.2 0.22
3699.8 0.24
3720.2 0.21
3744.5 0.23
3755 0.25
3780.5 0.22
3801.2 0.24
3807.2 0.26
3837.2 0.23
3856.2 0.25
3858.8 0.27
3892.2 0.24
3908.2 0.28
3908.5 0.26
3945.5 0.25
3956.5 0.29
3959.2 0.27
3996.2 0.26
4002.5 0.3
4007.8 0.28
4045.8 0.27
4047.5 0.31
4056 0.29
4091.2 0.32
4093.8 0.28
4102 0.3
4134.8 0.33
4140.5 0.29
4147.5 0.31
4176.8 0.34
4185.5 0.3
4191.5 0.32
4218.5 0.35
4230.2 0.31
4234 0.33
4259 0.36
4275.2 0.32
4275.8 0.34
4298.5 0.37
4317.8 0.35
4319.8 0.33
4338.5 0.38
4358.8 0.36
4363.2 0.34
4378.2 0.39
4399.5 0.37
4406.8 0.35
4418 0.4
4440 0.38
4449 0.36
4457.8 0.41
4479.8 0.39
4491 0.37
4495.8 0.42
4520 0.4
4532.8 0.38
4534 0.43
4558.8 0.41
4571 0.44
4573.2 0.39
4597.2 0.42
4608.2 0.45
4612.2 0.4
4634.8 0.43
4644.5 0.46
4650.5 0.41
4671.8 0.44
4680 0.47
4688 0.42
4707.8 0.45
4715.2 0.48
4725.2 0.43
4743.8 0.46
4750.2 0.49
4762.2 0.44
4779 0.47
4785 0.5
4799.8 0.45
4814.2 0.48
4819.2 0.51
4836.5 0.46
4849.8 0.49
4853.5 0.52
4872.5 0.47
4884.5 0.5
4887.8 0.53
4909 0.48
4919 0.51
4922 0.54
4946.2 0.49
4953.5 0.52
4955.8 0.55
4983.2 0.5
4988 0.53
4989.8 0.56
5019.8 0.51
5023 0.54
5024 0.57
5056.2 0.52
5057.2 0.55
5058.5 0.58
5091.5 0.56
5092.8 0.56
5126.5 0.57
5127.2 0.6
5129.5 0.54
5160.5 0.58
5162.2 0.61
5166 0.55
5195.2 0.59
5197 0.62
5203 0.56
5229.8 0.6
5231.8 0.63
5240.2 0.57
5264.8 0.61
5267 0.64
5277.2 0.58
5299.8 0.62
5302.5 0.65
5314.5 0.59
5335 0.63
5338.8 0.66
5352 0.6
5371 0.64
5375 0.67
5390.5 0.61
5407 0.65
5412 0.68
5428.5 0.62
5443 0.66
5450.2 0.69
5467.2 0.63
5481 0.67
5489.2 0.7
5507.2 0.64
5519.2 0.68
5529.8 0.71
5549.5 0.65
5558.2 0.69
5572 0.72
5591.8 0.66
5598.5 0.7
5615.5 0.73
5636.2 0.67
5640.2 0.71
5660.5 0.74
5681.2 0.68
5684 0.72
5707.8 0.75
5727.8 0.69
5728.2 0.73
5756.2 0.76
5774 0.74
5775.2 0.7
5806 0.77
5821.2 0.75
5823.2 0.71
5857.5 0.78
5871.8 0.76
5873.8 0.72
5909.8 0.79
5922.5 0.77
5923.5 0.73
5965.2 0.8
5975.5 0.78
5976 0.74
6023 0.81
6029.5 0.79
6030 0.75
6084 0.82
6087 0.76
6088.2 0.8
6148.2 0.77
6149.5 0.81
6151.5 0.83
6212.8 0.78
6215.5 0.82
6225.8 0.84
6280 0.79
6288.8 0.83
6306.5 0.85
6353 0.8
6367.8 0.84
6399.5 0.86
6433 0.81
6454 0.85
6499.2 0.87
6515.5 0.82
6549.8 0.86
6604.2 0.83
6606.8 0.88
6653.2 0.87
6698.2 0.84
6724.5 0.89
6765.5 0.88
6799.8 0.85
6855.5 0.9
6888 0.89
6908 0.86
6994.8 0.91
7020.2 0.9
7024.5 0.87
7144.5 0.92
7148.8 0.88
7162.8 0.91
7277.2 0.89
7299.8 0.93
7310.5 0.92
7407.8 0.9
7463.8 0.94
7466 0.93
7544.2 0.91
7626.2 0.94
7639.2 0.95
7686 0.92
7798.5 0.95
7832.5 0.96
7835.8 0.93
7997.5 0.96
8001 0.94
8067.8 0.97
8194.5 0.95
8244.8 0.97
8399.5 0.98
8431 0.96
8585.2 0.98
8733.5 0.97
8950.8 0.99
9033.8 0.991
9121.5 0.992
9149 0.99
9155.2 0.98
9221 0.993
9232.5 0.991
9323.2 0.992
9337 0.994
9422.2 0.993
9474.2 0.995
9542.5 0.994
9639.2 0.996
9678.2 0.995
9835.8 0.99
9843 0.996
9847.5 0.997
9934.8 0.991
10053 0.997
10054.5 0.992
10148.5 0.998
10188.5 0.993
10332.2 0.994
10342 0.998
10503.8 0.995
10709.2 0.996
10722.8 0.999
10902.5 0.999
10982 0.997
11377.5 0.998
12044.5 0.999
264066.2 1.0
2919327.5 1.0
4115908.8 1.0
